"case_id","crime_id"
"3876","7420"
"3877","7421"
"3878","7422"
"3879","7423"
"3880","7424"
"3881","7425"
"3882","7426"
"3883","7427"
"3883","7428"
"3884","7429"
"3885","7430"
"3886","7431"
"3887","7432"
"3888","7433"
"3889","7434"
"3890","7435"
"3891","7436"
"3892","7437"
"3893","7438"
"3894","7439"
"3895","7440"
"3896","7441"
"3897","7442"
"3898","7443"
"3899","7444"
"3900","7445"
"3901","7446"
"3902","7447"
"3903","7448"
"3904","7449"
"3905","7450"
"3906","7451"
"3907","7452"
"3908","7453"
"3909","7454"
"3910","7455"
"3911","7456"
"3912","7457"
"3913","7458"
"3914","7459"
"3915","7460"
"3916","7461"
"3917","7462"
"3918","7463"
"3919","7464"
"3920","7465"
"3921","7466"
"3922","7467"
"3923","7468"
"3924","7469"
"3925","7470"
"3926","7471"
"3927","7472"
"3928","7473"
"3929","7474"
"3930","7475"
"3931","7476"
"3932","7477"
"3933","7478"
"3934","7479"
"3935","7480"
"3936","7481"
"3937","7482"
"3938","7483"
"3939","7484"
"3940","7485"
"3941","7486"
"3942","7487"
"3943","7488"
"3944","7489"
"3945","7490"
"3946","7491"
"3947","7492"
"3948","7493"
"3949","7494"
"3950","7495"
"3951","7496"
"3952","7497"
"3953","7498"
"3954","7499"
"3955","7500"
"3956","7501"
"3957","7502"
"3957","7503"
"3958","7504"
"3959","7505"
"3960","7506"
"3961","7507"
"3962","7508"
"3963","7509"
"3964","7510"
"3965","7511"
"3966","7512"
"3967","7513"
"3968","7514"
"3968","7515"
"3969","7516"
"3970","7517"
"3971","7518"
"3972","7519"
"3973","7520"
"3974","7521"
"3975","7522"
"3976","7523"
"3977","7524"
"3978","7525"
"3979","7526"
"3980","7527"
"3981","7528"
"3981","7529"
"3982","7530"
"3983","7531"
"3984","7532"
"3985","7533"
"3986","7534"
"3987","7535"
"3988","7536"
"3989","7537"
"3990","7538"
"3991","7539"
"3992","7540"
"3993","7541"
"3994","7542"
"3995","7543"
"3996","7544"
"3997","7545"
"3998","7546"
"3999","7547"
"4000","7548"
"4001","7549"
"4002","7550"
"4003","7551"
"4004","7552"
"4004","7553"
"4005","7554"
"4006","7555"
"4007","7556"
"4008","7557"
"4009","7558"
"4010","7559"
"4011","7560"
"4012","7561"
"4013","7562"
"4014","7563"
"4015","7564"
"4016","7565"
"4017","7566"
"4018","7567"
"4018","7568"
"4019","7569"
"4020","7570"
"4021","7571"
"4022","7572"
"4023","7573"
"4024","7574"
"4025","7575"
"4026","7576"
"4027","7577"
"4028","7578"
"4029","7579"
"4030","7580"
"4031","7581"
"4032","7582"
"4033","7583"
"4034","7584"
"4035","7585"
"4035","7586"
"4036","7587"
"4037","7588"
"4038","7589"
"4039","7590"
"4040","7591"
"4041","7592"
"4042","7593"
"4043","7594"
"4044","7595"
"4045","7596"
"4046","7597"
"4047","7598"
"4048","7599"
"4049","7600"
"4050","7601"
"4051","7602"
"4052","7603"
"4052","7604"
"4053","7605"
"4054","7606"
"4055","7607"
"4056","7608"
"4057","7609"
"4058","7610"
"4059","7611"
"4060","7612"
"4061","7613"
"4062","7614"
"4063","7615"
"4064","7616"
"4065","7617"
"4066","7618"
"4067","7619"
"4068","7620"
"4069","7621"
"4070","7622"
"4071","7623"
"4072","7624"
"4073","7625"
"4074","7626"
"4074","7627"
"4075","7628"
"4075","7629"
"4076","7630"
"4077","7631"
"4077","7632"
"4078","7633"
"4079","7634"
"4080","7635"
"4081","7636"
"4082","7637"
"4083","7638"
"4084","7639"
"4085","7640"
"4086","7641"
"4087","7642"
"4088","7643"
"4089","7644"
"4090","7645"
"4091","7646"
"4092","7647"
"4093","7648"
"4094","7649"
"4095","7650"
"4096","7651"
"4097","7652"
"4098","7653"
"4099","7654"
"4100","7655"
"4101","7656"
"4102","7657"
"4103","7658"
"4104","7659"
"4105","7660"
"4106","7661"
"4107","7662"
"4108","7663"
"4109","7664"
"4110","7665"
"4111","7666"
"4112","7667"
"4112","7668"
"4113","7669"
"4114","7670"
"4115","7671"
"4116","7672"
"4117","7673"
"4118","7674"
"4119","7675"
"4120","7676"
"4121","7677"
"4122","7678"
"4123","7679"
"4124","7680"
"4125","7681"
"4126","7682"
"4127","7683"
"4128","7684"
"4129","7685"
"4130","7686"
"4131","7687"
"4132","7688"
"4133","7689"
"4133","7690"
"4134","7691"
"4135","7692"
"4136","7693"
"4137","7694"
"4138","7695"
"4139","7696"
"4140","7697"
"4141","7698"
"4142","7699"
"4143","7700"
"4144","7701"
"4145","7702"
"4146","7703"
"4147","7704"
"4148","7705"
"4149","7706"
"4150","7707"
"4151","7708"
"4152","7709"
"4153","7710"
"4154","7711"
"4155","7712"
"4156","7713"
"4156","7714"
"4157","7715"
"4158","7716"
"4159","7717"
"4160","7718"
"4161","7719"
"4162","7720"
"4163","7721"
"4164","7722"
"4165","7723"
"4166","7724"
"4167","7725"
"4168","7726"
"4169","7727"
"4170","7728"
"4171","7729"
"4172","7730"
"4173","7731"
"4174","7732"
"4175","7733"
"4176","7734"
"4177","7735"
"4178","7736"
"4179","7737"
"4180","7738"
"4181","7739"
"4182","7740"
"4183","7741"
"4183","7742"
"4184","7743"
"4185","7744"
"4186","7745"
"4187","7746"
"4188","7747"
"4189","7748"
"4190","7749"
"4191","7750"
"4192","7751"
"4193","7752"
"4194","7753"
"4195","7754"
"4196","7755"
"4197","7756"
"4198","7757"
"4199","7758"
"4200","7759"
"4201","7760"
"4202","7761"
"4203","7762"
"4204","7763"
"4205","7764"
"4206","7765"
"4207","7766"
"4208","7767"
"4209","7768"
"4210","7769"
"4211","7770"
"4212","7771"
"4213","7772"
"4214","7773"
"4215","7774"
"4216","7775"
"4217","7776"
"4218","7777"
"4219","7778"
"4220","7779"
"4221","7780"
"4222","7781"
"4223","7782"
"4224","7783"
"4225","7784"
"4226","7785"
"4227","7786"
"4228","7787"
"4229","7788"
"4230","7789"
"4231","7790"
"4232","7791"
"4233","7792"
"4233","7793"
"4233","7794"
"4234","7795"
"4235","7796"
"4236","7797"
"4237","7798"
"4238","7799"
"4239","7800"
"4240","7801"
"4241","7802"
"4242","7803"
"4243","7804"
"4244","7805"
"4245","7806"
"4246","7807"
"4247","7808"
"4248","7809"
"4249","7810"
"4250","7811"
"4251","7812"
"4252","7813"
"4253","7814"
"4254","7815"
"4255","7816"
"4256","7817"
"4257","7818"
"4258","7819"
"4259","7820"
"4260","7821"
"4261","7822"
"4262","7823"
"4263","7824"
"4264","7825"
"4265","7826"
"4266","7827"
"4266","7828"
"4267","7829"
"4268","7830"
"4269","7831"
"4270","7832"
"4271","7833"
"4272","7834"
"4273","7835"
"4274","7836"
"4275","7837"
"4276","7838"
"4277","7839"
"4278","7840"
"4279","7841"
"4280","7842"
"4281","7843"
"4282","7844"
"4283","7845"
"4284","7846"
"4284","7847"
"4285","7848"
"4286","7849"
"4286","7850"
"4287","7851"
"4288","7852"
"4289","7853"
"4290","7854"
"4291","7855"
"4292","7856"
"4292","7857"
"4293","7858"
"4294","7859"
"4295","7860"
"4296","7861"
"4297","7862"
"4297","7863"
"4298","7864"
"4299","7865"
"4300","7866"
"4301","7867"
"4302","7868"
"4303","7869"
"4304","7870"
"4304","7871"
"4305","7872"
"4305","7873"
"4306","7874"
"4307","7875"
"4308","7876"
"4309","7877"
"4310","7878"
"4311","7879"
"4312","7880"
"4313","7881"
"4314","7882"
"4315","7883"
"4316","7884"
"4317","7885"
"4318","7886"
"4319","7887"
"4320","7888"
"4321","7889"
"4322","7890"
"4323","7891"
"4324","7892"
"4325","7893"
"4326","7894"
"4327","7895"
"4328","7896"
"4329","7897"
"4330","7898"
"4331","7899"
"4332","7900"
"4333","7901"
"4334","7902"
"4335","7903"
"4336","7904"
"4337","7905"
"4338","7906"
"4339","7907"
"4340","7908"
"4341","7909"
"4342","7910"
"4343","7911"
"4344","7912"
"4345","7913"
"4346","7914"
"4347","7915"
"4348","7916"
"4349","7917"
"4350","7918"
"4351","7919"
"4352","7920"
"4353","7921"
"4354","7922"
"4355","7923"
"4356","7924"
"4357","7925"
"4358","7926"
"4359","7927"
"4360","7928"
"4361","7929"
"4362","7930"
"4363","7931"
"4364","7932"
"4365","7933"
"4366","7934"
"4367","7935"
"4368","7936"
"4369","7937"
"4370","7938"
"4371","7939"
"4371","7940"
"4372","7941"
"4373","7942"
"4374","7943"
"4375","7944"
"4376","7945"
"4377","7946"
"4378","7947"
"4379","7948"
"4380","7949"
"4381","7950"
"4382","7951"
"4383","7952"
"4384","7953"
"4385","7954"
"4386","7955"
"4387","7956"
"4388","7957"
"4389","7958"
"4390","7959"
"4391","7960"
"4392","7961"
"4393","7962"
"4394","7963"
"4395","7964"
"4396","7965"
"4397","7966"
"4398","7967"
"4399","7968"
"4400","7969"
"4401","7970"
"4402","7971"
"4403","7972"
"4404","7973"
"4405","7974"
"4406","7975"
"4407","7976"
"4408","7977"
"4409","7978"
"4410","7979"
"4411","7980"
"4412","7981"
"4413","7982"
"4414","7983"
"4415","7984"
"4416","7985"
"4417","7986"
"4418","7987"
"4419","7988"
"4420","7989"
"4421","7990"
"4422","7991"
"4423","7992"
"4424","7993"
"4425","7994"
"4426","7995"
"4427","7996"
"4428","7997"
"4429","7998"
"4430","7999"
"4431","8000"
"4432","8001"
"4433","8002"
"4434","8003"
"4435","8004"
"4436","8005"
"4437","8006"
"4438","8007"
"4439","8008"
"4440","8009"
"4441","8010"
"4442","8011"
"4443","8012"
"4444","8013"
"4445","8014"
"4446","8015"
"4447","8016"
"4448","8017"
"4449","8018"
"4450","8019"
"4451","8020"
"4452","8021"
"4453","8022"
"4453","8023"
"4454","8024"
"4455","8025"
"4456","8026"
"4457","8027"
"4458","8028"
"4459","8029"
"4460","8030"
"4461","8031"
"4462","8032"
"4463","8033"
"4464","8034"
"4465","8035"
"4466","8036"
"4467","8037"
"4468","8038"
"4469","8039"
"4470","8040"
"4471","8041"
"4472","8042"
"4472","8043"
"4473","8044"
"4474","8045"
"4475","8046"
"4476","8047"
"4477","8048"
"4478","8049"
"4479","8050"
"4480","8051"
"4480","8052"
"4481","8053"
"4482","8054"
"4483","8055"
"4484","8056"
"4485","8057"
"4486","8058"
"4487","8059"
"4488","8060"
"4489","8061"
"4490","8062"
"4491","8063"
"4492","8064"
"4493","8065"
"4494","8066"
"4495","8067"
"4496","8068"
"4496","8069"
"4496","8070"
"4497","8071"
"4498","8072"
"4499","8073"
"4500","8074"
"4501","8075"
"4502","8076"
"4503","8077"
"4504","8078"
"4505","8079"
"4506","8080"
"4507","8081"
"4508","8082"
"4509","8083"
"4510","8084"
"4511","8085"
"4512","8086"
"4513","8087"
"4513","8088"
"4514","8089"
"4515","8090"
"4516","8091"
"4516","8092"
"4517","8093"
"4518","8094"
"4519","8095"
"4520","8096"
"4521","8097"
"4522","8098"
"4523","8099"
"4524","8100"
"4525","8101"
"4526","8102"
"4527","8103"
"4528","8104"
"4529","8105"
"4530","8106"
"4531","8107"
"4532","8108"
"4533","8109"
"4534","8110"
"4535","8111"
"4536","8112"
"4537","8113"
"4538","8114"
"4539","8115"
"4540","8116"
"4541","8117"
"4542","8118"
"4543","8119"
"4544","8120"
"4545","8121"
"4546","8122"
"4547","8123"
"4548","8124"
"4549","8125"
"4550","8126"
"4551","8127"
"4552","8128"
"4553","8129"
"4554","8130"
"4555","8131"
"4556","8132"
"4557","8133"
"4558","8134"
"4559","8135"
"4560","8136"
"4561","8137"
"4562","8138"
"4563","8139"
"4564","8140"
"4565","8141"
"4566","8142"
"4567","8143"
"4568","8144"
"4569","8145"
"4570","8146"
"4571","8147"
"4572","8148"
"4573","8149"
"4574","8150"
"4575","8151"
"4576","8152"
"4577","8153"
"4578","8154"
"4579","8155"
"4580","8156"
"4581","8157"
"4582","8158"
"4583","8159"
"4584","8160"
"4585","8161"
"4586","8162"
"4587","8163"
"4588","8164"
"4589","8165"
"4590","8166"
"4591","8167"
"4592","8168"
"4593","8169"
"4594","8170"
"4595","8171"
"4596","8172"
"4597","8173"
"4598","8174"
"4599","8175"
"4600","8176"
"4601","8177"
"4602","8178"
"4603","8179"
"4604","8180"
"4605","8181"
"4606","8182"
"4607","8183"
"4608","8184"
"4609","8185"
"4610","8186"
"4611","8187"
"4612","8188"
"4613","8189"
"4614","8190"
"4615","8191"
"4616","8192"
"4617","8193"
"4618","8194"
"4618","8195"
"4619","8196"
"4620","8197"
"4621","8198"
"4622","8199"
"4622","8200"
"4623","8201"
"4624","8202"
"4625","8203"
"4626","8204"
"4627","8205"
"4628","8206"
"4629","8207"
"4630","8208"
"4631","8209"
"4632","8210"
"4633","8211"
"4633","8212"
"4634","8213"
"4635","8214"
"4636","8215"
"4637","8216"
"4637","8217"
"4638","8218"
"4639","8219"
"4640","8220"
"4641","8221"
"4642","8222"
"4643","8223"
"4644","8224"
"4645","8225"
"4646","8226"
"4647","8227"
"4648","8228"
"4649","8229"
"4650","8230"
"4650","8231"
"4651","8232"
"4652","8233"
"4653","8234"
"4654","8235"
"4654","8236"
"4655","8237"
"4656","8238"
"4657","8239"
"4657","8240"
"4658","8241"
"4659","8242"
"4660","8243"
"4661","8244"
"4662","8245"
"4662","8246"
"4663","8247"
"4664","8248"
"4665","8249"
"4666","8250"
"4667","8251"
"4668","8252"
"4669","8253"
"4670","8254"
"4671","8255"
"4672","8256"
"4673","8257"
"4674","8258"
"4674","8259"
"4675","8260"
"4676","8261"
"4677","8262"
"4678","8263"
"4679","8264"
"4680","8265"
"4680","8266"
"4681","8267"
"4682","8268"
"4683","8269"
"4684","8270"
"4685","8271"
"4686","8272"
"4687","8273"
"4688","8274"
"4689","8275"
"4690","8276"
"4691","8277"
"4692","8278"
"4693","8279"
"4693","8280"
"4694","8281"
"4695","8282"
"4695","8283"
"4696","8284"
"4696","8285"
"4697","8286"
"4698","8287"
"4699","8288"
"4700","8289"
"4701","8290"
"4702","8291"
"4703","8292"
"4704","8293"
"4705","8294"
"4706","8295"
"4707","8296"
"4708","8297"
"4709","8298"
"4709","8299"
"4710","8300"
"4711","8301"
"4712","8302"
"4713","8303"
"4714","8304"
"4715","8305"
"4716","8306"
"4717","8307"
"4718","8308"
"4719","8309"
"4720","8310"
"4721","8311"
"4722","8312"
"4723","8313"
"4724","8314"
"4725","8315"
"4726","8316"
"4727","8317"
"4728","8318"
"4729","8319"
"4730","8320"
"4731","8321"
"4731","8322"
"4732","8323"
"4733","8324"
"4734","8325"
"4735","8326"
"4736","8327"
"4737","8328"
"4738","8329"
"4739","8330"
"4740","8331"
"4741","8332"
"4742","8333"
"4743","8334"
"4744","8335"
"4745","8336"
"4746","8337"
"4747","8338"
"4748","8339"
"4749","8340"
"4749","8341"
"4750","8342"
"4751","8343"
"4752","8344"
"4753","8345"
"4754","8346"
"4755","8347"
"4756","8348"
"4757","8349"
"4758","8350"
"4759","8351"
"4760","8352"
"4761","8353"
"4762","8354"
"4763","8355"
"4764","8356"
"4765","8357"
"4766","8358"
"4767","8359"
"4768","8360"
"4769","8361"
"4770","8362"
"4771","8363"
"4772","8364"
"4773","8365"
"4774","8366"
"4775","8367"
"4776","8368"
"4777","8369"
"4777","8370"
"4778","8371"
"4778","8372"
"4779","8373"
"4780","8374"
"4781","8375"
"4782","8376"
"4783","8377"
"4784","8378"
"4785","8379"
"4786","8380"
"4787","8381"
"4788","8382"
"4789","8383"
"4790","8384"
"4791","8385"
"4792","8386"
"4793","8387"
"4794","8388"
"4795","8389"
"4796","8390"
"4797","8391"
"4798","8392"
"4799","8393"
"4800","8394"
"4800","8395"
"4801","8396"
"4801","8397"
"4802","8398"
"4803","8399"
"4804","8400"
"4805","8401"
"4806","8402"
"4807","8403"
"4808","8404"
"4809","8405"
"4809","8406"
"4810","8407"
"4810","8408"
"4811","8409"
"4812","8410"
"4813","8411"
"4814","8412"
"4815","8413"
"4816","8414"
"4817","8415"
"4818","8416"
"4819","8417"
"4820","8418"
"4821","8419"
"4822","8420"
"4822","8421"
"4822","8422"
"4823","8423"
"4824","8424"
"4825","8425"
"4826","8426"
"4827","8427"
"4828","8428"
"4829","8429"
"4830","8430"
"4831","8431"
"4832","8432"
"4833","8433"
"4834","8434"
"4835","8435"
"4836","8436"
"4837","8437"
"4838","8438"
"4839","8439"
"4840","8440"
"4841","8441"
"4842","8442"
"4843","8443"
"4844","8444"
"4845","8445"
"4846","8446"
"4847","8447"
"4848","8448"
"4849","8449"
"4850","8450"
"4851","8451"
"4852","8452"
"4853","8453"
"4854","8454"
"4855","8455"
"4856","8456"
"4857","8457"
"4858","8458"
"4859","8459"
"4860","8460"
"4861","8461"
"4862","8462"
"4863","8463"
"4864","8464"
"4865","8465"
"4866","8466"
"4867","8467"
"4868","8468"
"4869","8469"
"4870","8470"
"4871","8471"
"4872","8472"
"4873","8473"
"4874","8474"
"4875","8475"
"4876","8476"
"4877","8477"
"4878","8478"
"4879","8479"
"4880","8480"
"4881","8481"
"4882","8482"
"4883","8483"
"4884","8484"
"4885","8485"
"4886","8486"
"4887","8487"
"4888","8488"
"4889","8489"
"4890","8490"
"4891","8491"
"4892","8492"
"4893","8493"
"4894","8494"
"4895","8495"
"4896","8496"
"4897","8497"
"4898","8498"
"4899","8499"
"4900","8500"
"4901","8501"
"4902","8502"
"4903","8503"
"4904","8504"
"4905","8505"
"4906","8506"
"4907","8507"
"4908","8508"
"4909","8509"
"4910","8510"
"4911","8511"
"4912","8512"
"4913","8513"
"4914","8514"
"4915","8515"
"4916","8516"
"4917","8517"
"4918","8518"
"4919","8519"
"4920","8520"
"4921","8521"
"4921","8522"
"4922","8523"
"4923","8524"
"4924","8525"
"4925","8526"
"4926","8527"
"4927","8528"
"4928","8529"
"4929","8530"
"4930","8531"
"4931","8532"
"4932","8533"
"4933","8534"
"4934","8535"
"4935","8536"
"4935","8537"
"4936","8538"
"4937","8539"
"4938","8540"
"4938","8541"
"4938","8542"
"4938","8543"
"4939","8544"
"4940","8545"
"4941","8546"
"4942","8547"
"4943","8548"
"4944","8549"
"4945","8550"
"4945","8551"
"4946","8552"
"4947","8553"
"4948","8554"
"4949","8555"
"4950","8556"
"4950","8557"
"4951","8558"
"4951","8559"
"4952","8560"
"4953","8561"
"4953","8562"
"4954","8563"
"4955","8564"
"4956","8565"
"4957","8566"
"4958","8567"
"4959","8568"
"4960","8569"
"4961","8570"
"4962","8571"
"4963","8572"
"4964","8573"
"4965","8574"
"4966","8575"
"4967","8576"
"4968","8577"
"4969","8578"
"4970","8579"
"4971","8580"
"4972","8581"
"4973","8582"
"4974","8583"
"4975","8584"
"4976","8585"
"4977","8586"
"4978","8587"
"4979","8588"
"4979","8589"
"4980","8590"
"4981","8591"
"4982","8592"
"4983","8593"
"4984","8594"
"4985","8595"
"4986","8596"
"4987","8597"
"4988","8598"
"4989","8599"
