"case_id","crime_id"
"4990","8600"
"4991","8601"
"4991","8602"
"4992","8603"
"4993","8604"
"4994","8605"
"4995","8606"
"4996","8607"
"4997","8608"
"4998","8609"
"4999","8610"
"5000","8611"
"5001","8612"
"5002","8613"
"5003","8614"
"5004","8615"
"5005","8616"
"5006","8617"
"5007","8618"
"5008","8619"
"5009","8620"
"5010","8621"
"5011","8622"
"5012","8623"
"5013","8624"
"5014","8625"
"5015","8626"
"5016","8627"
"5017","8628"
"5018","8629"
"5019","8630"
"5020","8631"
"5021","8632"
"5022","8633"
"5023","8634"
"5024","8635"
"5025","8636"
"5026","8637"
"5027","8638"
"5028","8639"
"5029","8640"
"5030","8641"
"5031","8642"
"5032","8643"
"5033","8644"
"5034","8645"
"5035","8646"
"5036","8647"
"5037","8648"
"5038","8649"
"5039","8650"
"5040","8651"
"5041","8652"
"5042","8653"
"5043","8654"
"5044","8655"
"5045","8656"
"5046","8657"
"5047","8658"
"5048","8659"
"5049","8660"
"5050","8661"
"5051","8662"
"5052","8663"
"5053","8664"
"5054","8665"
"5055","8666"
"5056","8667"
"5057","8668"
"5058","8669"
"5059","8670"
"5060","8671"
"5061","8672"
"5062","8673"
"5063","8674"
"5064","8675"
"5065","8676"
"5066","8677"
"5067","8678"
"5067","8679"
"5068","8680"
"5069","8681"
"5070","8682"
"5071","8683"
"5072","8684"
"5073","8685"
"5074","8686"
"5075","8687"
"5076","8688"
"5077","8689"
"5078","8690"
"5079","8691"
"5080","8692"
"5081","8693"
"5082","8694"
"5083","8695"
"5084","8696"
"5085","8697"
"5086","8698"
"5087","8699"
"5088","8700"
"5089","8701"
"5090","8702"
"5091","8703"
"5092","8704"
"5093","8705"
"5094","8706"
"5094","8707"
"5095","8708"
"5096","8709"
"5097","8710"
"5098","8711"
"5099","8712"
"5100","8713"
"5101","8714"
"5102","8715"
"5103","8716"
"5104","8717"
"5105","8718"
"5105","8719"
"5106","8720"
"5107","8721"
"5108","8722"
"5109","8723"
"5110","8724"
"5111","8725"
"5112","8726"
"5113","8727"
"5114","8728"
"5115","8729"
"5116","8730"
"5117","8731"
"5118","8732"
"5119","8733"
"5120","8734"
"5121","8735"
"5122","8736"
"5123","8737"
"5124","8738"
"5125","8739"
"5126","8740"
"5127","8741"
"5128","8742"
"5129","8743"
"5130","8744"
"5131","8745"
"5132","8746"
"5132","8747"
"5133","8748"
"5134","8749"
"5135","8750"
"5136","8751"
"5137","8752"
"5138","8753"
"5139","8754"
"5140","8755"
"5141","8756"
"5142","8757"
"5143","8758"
"5144","8759"
"5144","8760"
"5145","8761"
"5146","8762"
"5147","8763"
"5148","8764"
"5148","8765"
"5149","8766"
"5150","8767"
"5151","8768"
"5152","8769"
"5153","8770"
"5154","8771"
"5155","8772"
"5156","8773"
"5157","8774"
"5158","8775"
"5159","8776"
"5160","8777"
"5161","8778"
"5162","8779"
"5163","8780"
"5164","8781"
"5165","8782"
"5166","8783"
"5167","8784"
"5168","8785"
"5169","8786"
"5170","8787"
"5171","8788"
"5172","8789"
"5173","8790"
"5174","8791"
"5175","8792"
"5176","8793"
"5177","8794"
"5178","8795"
"5179","8796"
"5180","8797"
"5181","8798"
"5182","8799"
"5183","8800"
"5184","8801"
"5185","8802"
"5186","8803"
"5187","8804"
"5188","8805"
"5189","8806"
"5190","8807"
"5191","8808"
"5192","8809"
"5193","8810"
"5194","8811"
"5194","8812"
"5195","8813"
"5196","8814"
"5197","8815"
"5198","8816"
"5199","8817"
"5200","8818"
"5201","8819"
"5202","8820"
"5203","8821"
"5204","8822"
"5205","8823"
"5206","8824"
"5207","8825"
"5207","8826"
"5208","8827"
"5209","8828"
"5210","8829"
"5211","8830"
"5212","8831"
"5213","8832"
"5214","8833"
"5215","8834"
"5216","8835"
"5217","8836"
"5218","8837"
"5219","8838"
"5220","8839"
"5221","8840"
"5222","8841"
"5223","8842"
"5224","8843"
"5225","8844"
"5226","8845"
"5227","8846"
"5228","8847"
"5229","8848"
"5230","8849"
"5231","8850"
"5232","8851"
"5233","8852"
"5234","8853"
"5235","8854"
"5236","8855"
"5237","8856"
"5238","8857"
"5239","8858"
"5240","8859"
"5241","8860"
"5242","8861"
"5243","8862"
"5244","8863"
"5244","8864"
"5245","8865"
"5246","8866"
"5247","8867"
"5248","8868"
"5249","8869"
"5250","8870"
"5251","8871"
"5252","8872"
"5253","8873"
"5254","8874"
"5255","8875"
"5256","8876"
"5257","8877"
"5258","8878"
"5259","8879"
"5260","8880"
"5261","8881"
"5262","8882"
"5263","8883"
"5264","8884"
"5265","8885"
"5266","8886"
"5267","8887"
"5268","8888"
"5269","8889"
"5270","8890"
"5271","8891"
"5272","8892"
"5273","8893"
"5274","8894"
"5275","8895"
"5276","8896"
"5277","8897"
"5278","8898"
"5279","8899"
"5280","8900"
"5280","8901"
"5281","8902"
"5282","8903"
"5283","8904"
"5284","8905"
"5285","8906"
"5286","8907"
"5287","8908"
"5288","8909"
"5289","8910"
"5290","8911"
"5291","8912"
"5292","8913"
"5293","8914"
"5294","8915"
"5294","8916"
"5295","8917"
"5295","8918"
"5296","8919"
"5297","8920"
"5298","8921"
"5299","8922"
"5300","8923"
"5301","8924"
"5302","8925"
"5303","8926"
"5304","8927"
"5305","8928"
"5306","8929"
"5307","8930"
"5308","8931"
"5309","8932"
"5310","8933"
"5310","8934"
"5311","8935"
"5311","8936"
"5312","8937"
"5313","8938"
"5314","8939"
"5315","8940"
"5316","8941"
"5317","8942"
"5318","8943"
"5319","8944"
"5320","8945"
"5321","8946"
"5322","8947"
"5323","8948"
"5324","8949"
"5325","8950"
"5326","8951"
"5327","8952"
"5328","8953"
"5329","8954"
"5330","8955"
"5331","8956"
"5331","8957"
"5332","8958"
"5333","8959"
"5334","8960"
"5335","8961"
"5336","8962"
"5337","8963"
"5338","8964"
"5339","8965"
"5340","8966"
"5341","8967"
"5342","8968"
"5343","8969"
"5344","8970"
"5345","8971"
"5346","8972"
"5347","8973"
"5348","8974"
"5349","8975"
"5350","8976"
"5351","8977"
"5352","8978"
"5353","8979"
"5354","8980"
"5355","8981"
"5356","8982"
"5357","8983"
"5358","8984"
"5358","8985"
"5359","8986"
"5360","8987"
"5361","8988"
"5362","8989"
"5363","8990"
"5364","8991"
"5365","8992"
"5366","8993"
"5367","8994"
"5368","8995"
"5369","8996"
"5370","8997"
"5371","8998"
"5372","8999"
"5373","9000"
"5374","9001"
"5375","9002"
"5376","9003"
"5377","9004"
"5378","9005"
"5379","9006"
"5380","9007"
"5381","9008"
"5382","9009"
"5383","9010"
"5384","9011"
"5385","9012"
"5386","9013"
"5387","9014"
"5388","9015"
"5389","9016"
"5390","9017"
"5391","9018"
"5392","9019"
"5393","9020"
"5394","9021"
"5395","9022"
"5396","9023"
"5397","9024"
"5398","9025"
"5399","9026"
"5400","9027"
"5401","9028"
"5402","9029"
"5403","9030"
"5404","9031"
"5405","9032"
"5406","9033"
"5407","9034"
"5408","9035"
"5409","9036"
"5410","9037"
"5411","9038"
"5412","9039"
"5413","9040"
"5413","9041"
"5414","9042"
"5415","9043"
"5416","9044"
"5417","9045"
"5418","9046"
"5419","9047"
"5420","9048"
"5421","9049"
"5422","9050"
"5423","9051"
"5424","9052"
"5425","9053"
"5426","9054"
"5427","9055"
"5428","9056"
"5429","9057"
"5430","9058"
"5430","9059"
"5431","9060"
"5432","9061"
"5433","9062"
"5434","9063"
"5435","9064"
"5436","9065"
"5437","9066"
"5438","9067"
"5439","9068"
"5440","9069"
"5441","9070"
"5442","9071"
"5443","9072"
"5444","9073"
"5445","9074"
"5446","9075"
"5447","9076"
"5448","9077"
"5449","9078"
"5450","9079"
"5451","9080"
"5452","9081"
"5453","9082"
"5454","9083"
"5454","9084"
"5455","9085"
"5456","9086"
"5457","9087"
"5458","9088"
"5459","9089"
"5460","9090"
"5461","9091"
"5462","9092"
"5463","9093"
"5464","9094"
"5464","9095"
"5465","9096"
"5465","9097"
"5466","9098"
"5467","9099"
"5468","9100"
"5469","9101"
"5470","9102"
"5471","9103"
"5472","9104"
"5473","9105"
"5474","9106"
"5475","9107"
"5475","9108"
"5476","9109"
"5477","9110"
"5478","9111"
"5479","9112"
"5480","9113"
"5481","9114"
"5482","9115"
"5482","9116"
"5483","9117"
"5484","9118"
"5485","9119"
"5486","9120"
"5487","9121"
"5488","9122"
"5488","9123"
"5489","9124"
"5490","9125"
"5491","9126"
"5492","9127"
"5493","9128"
"5494","9129"
"5495","9130"
"5496","9131"
"5497","9132"
"5498","9133"
"5499","9134"
"5500","9135"
"5501","9136"
"5502","9137"
"5503","9138"
"5504","9139"
"5505","9140"
"5506","9141"
"5507","9142"
"5508","9143"
"5509","9144"
"5510","9145"
"5511","9146"
"5512","9147"
"5513","9148"
"5514","9149"
"5515","9150"
"5516","9151"
"5517","9152"
"5518","9153"
"5519","9154"
"5520","9155"
"5521","9156"
"5522","9157"
"5523","9158"
"5524","9159"
"5525","9160"
"5525","9161"
"5526","9162"
"5526","9163"
"5527","9164"
"5528","9165"
"5529","9166"
"5530","9167"
"5530","9168"
"5531","9169"
"5532","9170"
"5533","9171"
"5534","9172"
"5535","9173"
"5536","9174"
"5537","9175"
"5538","9176"
"5539","9177"
"5539","9178"
"5540","9179"
"5540","9180"
"5541","9181"
"5542","9182"
"5543","9183"
"5544","9184"
"5544","9185"
"5545","9186"
"5546","9187"
"5547","9188"
"5548","9189"
"5549","9190"
"5550","9191"
"5551","9192"
"5552","9193"
"5553","9194"
"5554","9195"
"5555","9196"
"5556","9197"
"5557","9198"
"5558","9199"
"5559","9200"
"5560","9201"
"5561","9202"
"5562","9203"
"5562","9204"
"5563","9205"
"5564","9206"
"5565","9207"
"5566","9208"
"5567","9209"
"5568","9210"
"5569","9211"
"5570","9212"
"5571","9213"
"5572","9214"
"5573","9215"
"5573","9216"
"5574","9217"
"5575","9218"
"5576","9219"
"5577","9220"
"5578","9221"
"5579","9222"
"5580","9223"
"5581","9224"
"5582","9225"
"5583","9226"
"5584","9227"
"5585","9228"
"5585","9229"
"5586","9230"
"5587","9231"
"5588","9232"
"5589","9233"
"5590","9234"
"5591","9235"
"5592","9236"
"5593","9237"
"5594","9238"
"5595","9239"
"5596","9240"
"5597","9241"
"5598","9242"
"5599","9243"
"5600","9244"
"5601","9245"
"5602","9246"
"5602","9247"
"5603","9248"
"5604","9249"
"5604","9250"
"5605","9251"
"5605","9252"
"5606","9253"
"5607","9254"
"5608","9255"
"5609","9256"
"5609","9257"
"5610","9258"
"5610","9259"
"5611","9260"
"5612","9261"
"5612","9262"
"5613","9263"
"5613","9264"
"5614","9265"
"5615","9266"
"5616","9267"
"5617","9268"
"5618","9269"
"5619","9270"
"5620","9271"
"5621","9272"
"5622","9273"
"5622","9274"
"5623","9275"
"5624","9276"
"5625","9277"
"5626","9278"
"5627","9279"
"5628","9280"
"5629","9281"
"5630","9282"
"5630","9283"
"5631","9284"
"5632","9285"
"5633","9286"
"5634","9287"
"5635","9288"
"5636","9289"
"5637","9290"
"5638","9291"
"5639","9292"
"5640","9293"
"5641","9294"
"5642","9295"
"5643","9296"
"5644","9297"
"5645","9298"
"5646","9299"
"5647","9300"
"5648","9301"
"5649","9302"
"5650","9303"
"5651","9304"
"5652","9305"
"5653","9306"
"5653","9307"
"5654","9308"
"5655","9309"
"5656","9310"
"5657","9311"
"5658","9312"
"5659","9313"
"5660","9314"
"5661","9315"
"5661","9316"
"5662","9317"
"5663","9318"
"5664","9319"
"5665","9320"
"5666","9321"
"5667","9322"
"5668","9323"
"5668","9324"
"5669","9325"
"5670","9326"
"5671","9327"
"5672","9328"
"5673","9329"
"5673","9330"
"5674","9331"
"5675","9332"
"5676","9333"
"5677","9334"
"5678","9335"
"5679","9336"
"5680","9337"
"5681","9338"
"5682","9339"
"5682","9340"
"5682","9341"
"5683","9342"
"5683","9343"
"5684","9344"
"5685","9345"
"5685","9346"
"5686","9347"
"5687","9348"
"5687","9349"
"5688","9350"
"5689","9351"
"5690","9352"
"5691","9353"
"5692","9354"
"5693","9355"
"5694","9356"
"5695","9357"
"5696","9358"
"5697","9359"
"5698","9360"
"5699","9361"
"5700","9362"
"5701","9363"
"5702","9364"
"5703","9365"
"5704","9366"
"5705","9367"
"5706","9368"
"5707","9369"
"5708","9370"
"5709","9371"
"5710","9372"
"5711","9373"
"5712","9374"
"5713","9375"
"5714","9376"
"5715","9377"
"5716","9378"
"5717","9379"
"5718","9380"
"5719","9381"
"5720","9382"
"5721","9383"
"5721","9384"
"5722","9385"
"5723","9386"
"5724","9387"
"5725","9388"
"5726","9389"
"5727","9390"
"5728","9391"
"5729","9392"
"5730","9393"
"5731","9394"
"5732","9395"
"5733","9396"
"5734","9397"
"5735","9398"
"5736","9399"
"5737","9400"
"5738","9401"
"5739","9402"
"5740","9403"
"5741","9404"
"5742","9405"
"5743","9406"
"5744","9407"
"5745","9408"
"5746","9409"
"5747","9410"
"5748","9411"
"5748","9412"
"5749","9413"
"5750","9414"
"5751","9415"
"5752","9416"
"5753","9417"
"5754","9418"
"5755","9419"
"5756","9420"
"5756","9421"
"5757","9422"
"5757","9423"
"5758","9424"
"5758","9425"
"5759","9426"
"5760","9427"
"5761","9428"
"5762","9429"
"5763","9430"
"5763","9431"
"5764","9432"
"5765","9433"
"5766","9434"
"5767","9435"
"5768","9436"
"5769","9437"
"5770","9438"
"5771","9439"
"5772","9440"
"5773","9441"
"5774","9442"
"5775","9443"
"5776","9444"
"5776","9445"
"5777","9446"
"5778","9447"
"5779","9448"
"5780","9449"
"5781","9450"
"5782","9451"
"5783","9452"
"5784","9453"
"5785","9454"
"5786","9455"
"5786","9456"
"5787","9457"
"5788","9458"
"5788","9459"
"5789","9460"
"5790","9461"
"5791","9462"
"5792","9463"
"5793","9464"
"5794","9465"
"5794","9466"
"5794","9467"
"5795","9468"
"5796","9469"
"5797","9470"
"5798","9471"
"5799","9472"
"5800","9473"
"5801","9474"
"5802","9475"
"5803","9476"
"5804","9477"
"5805","9478"
"5806","9479"
"5807","9480"
"5808","9481"
"5809","9482"
"5810","9483"
"5811","9484"
"5812","9485"
"5813","9486"
"5814","9487"
"5815","9488"
"5816","9489"
"5816","9490"
"5817","9491"
"5817","9492"
"5818","9493"
"5819","9494"
"5820","9495"
"5821","9496"
"5822","9497"
"5823","9498"
"5824","9499"
"5825","9500"
"5826","9501"
"5827","9502"
"5828","9503"
"5829","9504"
"5830","9505"
"5830","9506"
"5831","9507"
"5831","9508"
"5832","9509"
"5833","9510"
"5834","9511"
"5835","9512"
"5836","9513"
"5837","9514"
"5838","9515"
"5839","9516"
"5840","9517"
"5841","9518"
"5842","9519"
"5843","9520"
"5843","9521"
"5844","9522"
"5845","9523"
"5846","9524"
"5846","9525"
"5847","9526"
"5848","9527"
"5848","9528"
"5849","9529"
"5849","9530"
"5850","9531"
"5851","9532"
"5852","9533"
"5853","9534"
"5854","9535"
"5855","9536"
"5856","9537"
"5857","9538"
"5858","9539"
"5859","9540"
"5859","9541"
"5860","9542"
"5861","9543"
"5861","9544"
"5862","9545"
"5863","9546"
"5864","9547"
"5865","9548"
"5866","9549"
"5867","9550"
"5868","9551"
"5869","9552"
"5870","9553"
"5871","9554"
"5871","9555"
"5872","9556"
"5873","9557"
"5874","9558"
"5875","9559"
"5876","9560"
"5877","9561"
"5878","9562"
"5879","9563"
"5880","9564"
"5881","9565"
"5882","9566"
"5883","9567"
"5884","9568"
"5885","9569"
"5886","9570"
"5887","9571"
"5888","9572"
"5889","9573"
"5890","9574"
"5891","9575"
"5892","9576"
"5893","9577"
"5894","9578"
"5895","9579"
"5895","9580"
"5896","9581"
"5897","9582"
"5898","9583"
"5899","9584"
"5900","9585"
"5901","9586"
"5902","9587"
"5903","9588"
"5904","9589"
"5905","9590"
"5906","9591"
"5907","9592"
"5908","9593"
"5909","9594"
"5910","9595"
"5911","9596"
"5912","9597"
"5913","9598"
"5913","9599"
"5914","9600"
"5915","9601"
"5916","9602"
"5917","9603"
"5918","9604"
"5919","9605"
"5920","9606"
"5921","9607"
"5922","9608"
"5923","9609"
"5924","9610"
"5925","9611"
"5926","9612"
"5926","9613"
"5927","9614"
"5928","9615"
"5929","9616"
"5930","9617"
"5931","9618"
"5932","9619"
"5933","9620"
"5933","9621"
"5934","9622"
"5934","9623"
"5935","9624"
"5935","9625"
"5936","9626"
"5937","9627"
"5938","9628"
"5938","9629"
"5939","9630"
"5939","9631"
"5940","9632"
"5941","9633"
"5942","9634"
"5943","9635"
"5944","9636"
"5945","9637"
"5945","9638"
"5946","9639"
"5947","9640"
"5947","9641"
"5948","9642"
"5949","9643"
"5950","9644"
"5951","9645"
"5952","9646"
"5953","9647"
"5954","9648"
"5955","9649"
"5956","9650"
"5957","9651"
"5958","9652"
"5959","9653"
"5960","9654"
"5961","9655"
"5962","9656"
"5962","9657"
"5963","9658"
"5964","9659"
"5965","9660"
"5966","9661"
"5967","9662"
"5967","9663"
"5968","9664"
"5969","9665"
"5970","9666"
"5971","9667"
"5972","9668"
"5973","9669"
"5974","9670"
"5975","9671"
"5976","9672"
"5977","9673"
"5978","9674"
"5979","9675"
"5980","9676"
"5981","9677"
"5981","9678"
"5982","9679"
"5982","9680"
"5983","9681"
"5984","9682"
"5985","9683"
"5986","9684"
"5987","9685"
"5987","9686"
"5987","9687"
"5988","9688"
"5988","9689"
"5989","9690"
"5990","9691"
"5991","9692"
"5992","9693"
"5993","9694"
"5994","9695"
"5995","9696"
"5996","9697"
"5997","9698"
"5998","9699"
"5999","9700"
"6000","9701"
"6001","9702"
"6002","9703"
"6003","9704"
"6004","9705"
"6005","9706"
"6006","9707"
"6007","9708"
"6008","9709"
"6009","9710"
"6010","9711"
"6011","9712"
"6012","9713"
"6013","9714"
"6014","9715"
"6015","9716"
"6016","9717"
"6017","9718"
"6018","9719"
"6019","9720"
"6020","9721"
"6021","9722"
"6022","9723"
"6023","9724"
"6024","9725"
"6025","9726"
"6026","9727"
"6026","9728"
"6027","9729"
"6027","9730"
"6028","9731"
"6029","9732"
"6030","9733"
"6031","9734"
"6032","9735"
"6033","9736"
"6034","9737"
"6035","9738"
"6036","9739"
"6037","9740"
"6038","9741"
"6038","9742"
"6039","9743"
"6040","9744"
"6041","9745"
"6042","9746"
"6043","9747"
"6043","9748"
"6044","9749"
"6045","9750"
"6046","9751"
"6047","9752"
"6048","9753"
"6049","9754"
"6050","9755"
"6051","9756"
"6052","9757"
"6053","9758"
"6054","9759"
"6055","9760"
"6056","9761"
"6057","9762"
"6058","9763"
"6059","9764"
"6060","9765"
"6061","9766"
"6062","9767"
"6063","9768"
"6064","9769"
"6065","9770"
"6065","9771"
"6066","9772"
"6067","9773"
"6068","9774"
"6069","9775"
"6070","9776"
"6071","9777"
"6072","9778"
"6073","9779"
"6074","9780"
"6074","9781"
"6075","9782"
"6076","9783"
"6077","9784"
"6078","9785"
"6079","9786"
"6079","9787"
"6080","9788"
"6081","9789"
"6082","9790"
"6083","9791"
"6084","9792"
"6085","9793"
"6086","9794"
"6087","9795"
"6088","9796"
"6089","9797"
"6090","9798"
"6091","9799"
"6092","9800"
"6093","9801"
"6094","9802"
"6095","9803"
"6096","9804"
"6097","9805"
"6098","9806"
"6099","9807"
"6100","9808"
"6101","9809"
"6101","9810"
"6102","9811"
"6103","9812"
"6104","9813"
"6105","9814"
"6106","9815"
"6107","9816"
"6108","9817"
"6109","9818"
"6110","9819"
"6111","9820"
"6112","9821"
"6113","9822"
"6114","9823"
"6115","9824"
"6116","9825"
"6117","9826"
"6118","9827"
"6119","9828"
"6120","9829"
"6121","9830"
"6122","9831"
"6123","9832"
"6124","9833"
"6125","9834"
"6126","9835"
"6127","9836"
"6128","9837"
"6129","9838"
"6130","9839"
"6131","9840"
"6131","9841"
"6132","9842"
"6133","9843"
"6134","9844"
"6135","9845"
"6136","9846"
"6137","9847"
"6138","9848"
"6139","9849"
"6140","9850"
"6141","9851"
"6142","9852"
"6143","9853"
"6144","9854"
"6145","9855"
"6146","9856"
"6147","9857"
"6147","9858"
"6148","9859"
"6149","9860"
"6150","9861"
"6151","9862"
"6152","9863"
"6153","9864"
"6154","9865"
"6155","9866"
"6156","9867"
"6157","9868"
"6158","9869"
"6159","9870"
"6160","9871"
"6161","9872"
"6162","9873"
"6163","9874"
"6164","9875"
"6165","9876"
"6166","9877"
"6167","9878"
"6168","9879"
"6169","9880"
"6170","9881"
"6171","9882"
"6172","9883"
"6173","9884"
"6174","9885"
"6175","9886"
"6176","9887"
"6177","9888"
"6178","9889"
"6179","9890"
"6179","9891"
"6180","9892"
"6181","9893"
"6182","9894"
"6182","9895"
"6183","9896"
"6184","9897"
"6185","9898"
"6186","9899"
"6187","9900"
"6188","9901"
"6188","9902"
"6189","9903"
"6190","9904"
"6191","9905"
"6192","9906"
"6193","9907"
"6194","9908"
"6195","9909"
"6196","9910"
"6196","9911"
"6197","9912"
"6198","9913"
"6199","9914"
"6200","9915"
"6201","9916"
"6202","9917"
"6203","9918"
"6204","9919"
"6205","9920"
"6206","9921"
"6207","9922"
"6208","9923"
"6208","9924"
"6209","9925"
"6210","9926"
"6211","9927"
"6212","9928"
"6213","9929"
"6214","9930"
"6215","9931"
"6216","9932"
"6217","9933"
"6218","9934"
"6219","9935"
"6219","9936"
"6220","9937"
"6221","9938"
"6222","9939"
"6223","9940"
"6224","9941"
"6225","9942"
"6226","9943"
"6226","9944"
"6227","9945"
"6228","9946"
"6228","9947"
"6229","9948"
"6230","9949"
"6231","9950"
"6232","9951"
"6232","9952"
"6233","9953"
"6234","9954"
"6235","9955"
"6236","9956"
"6237","9957"
"6238","9958"
"6239","9959"
"6240","9960"
"6241","9961"
"6241","9962"
"6242","9963"
"6243","9964"
"6244","9965"
"6245","9966"
"6246","9967"
"6247","9968"
"6247","9969"
"6248","9970"
"6249","9971"
"6250","9972"
"6251","9973"
"6252","9974"
"6253","9975"
"6254","9976"
"6254","9977"
"6255","9978"
"6256","9979"
"6257","9980"
"6258","9981"
"6259","9982"
"6260","9983"
"6261","9984"
"6262","9985"
"6263","9986"
"6264","9987"
"6265","9988"
"6266","9989"
"6267","9990"
"6268","9991"
"6269","9992"
"6270","9993"
"6271","9994"
"6272","9995"
"6273","9996"
"6274","9997"
"6275","9998"
"6276","9999"
"6277","10000"
"6278","10001"
"6279","10002"
"6280","10003"
"6281","10004"
"6282","10005"
"6283","10006"
"6284","10007"
"6285","10008"
"6286","10009"
"6287","10010"
"6288","10011"
"6289","10012"
"6290","10013"
"6291","10014"
"6292","10015"
"6293","10016"
"6294","10017"
"6295","10018"
"6296","10019"
"6297","10020"
"6298","10021"
"6299","10022"
"6300","10023"
"6301","10024"
"6302","10025"
"6303","10026"
"6304","10027"
"6305","10028"
"6306","10029"
"6307","10030"
"6308","10031"
"6309","10032"
"6310","10033"
"6311","10034"
"6312","10035"
"6313","10036"
"6314","10037"
"6315","10038"
"6316","10039"
"6317","10040"
"6318","10041"
"6319","10042"
"6320","10043"
"6321","10044"
"6322","10045"
"6323","10046"
"6324","10047"
"6325","10048"
"6326","10049"
"6327","10050"
"6328","10051"
"6329","10052"
"6330","10053"
"6331","10054"
"6332","10055"
"6333","10056"
"6334","10057"
"6335","10058"
"6336","10059"
"6337","10060"
"6338","10061"
"6339","10062"
"6340","10063"
"6341","10064"
"6342","10065"
"6342","10066"
"6343","10067"
"6344","10068"
"6345","10069"
"6346","10070"
"6347","10071"
"6348","10072"
"6349","10073"
"6350","10074"
"6351","10075"
"6352","10076"
"6353","10077"
"6354","10078"
"6355","10079"
"6356","10080"
"6357","10081"
"6357","10082"
"6358","10083"
"6358","10084"
"6359","10085"
"6360","10086"
"6361","10087"
"6362","10088"
"6363","10089"
"6364","10090"
"6365","10091"
"6366","10092"
"6367","10093"
"6368","10094"
"6369","10095"
"6370","10096"
"6371","10097"
"6372","10098"
"6373","10099"
"6374","10100"
"6375","10101"
"6376","10102"
"6377","10103"
"6378","10104"
"6379","10105"
"6380","10106"
"6381","10107"
"6382","10108"
"6383","10109"
"6383","10110"
"6384","10111"
"6385","10112"
"6386","10113"
"6387","10114"
"6388","10115"
"6389","10116"
"6390","10117"
"6391","10118"
"6392","10119"
"6393","10120"
"6394","10121"
"6395","10122"
"6396","10123"
"6397","10124"
"6398","10125"
"6399","10126"
"6400","10127"
"6401","10128"
"6402","10129"
"6403","10130"
"6404","10131"
"6404","10132"
"6405","10133"
"6406","10134"
"6407","10135"
"6408","10136"
"6409","10137"
"6410","10138"
"6411","10139"
"6412","10140"
"6412","10141"
"6413","10142"
"6414","10143"
"6414","10144"
"6415","10145"
"6416","10146"
"6416","10147"
"6417","10148"
"6417","10149"
"6418","10150"
"6419","10151"
"6420","10152"
"6421","10153"
"6422","10154"
"6423","10155"
"6424","10156"
"6425","10157"
"6426","10158"
"6427","10159"
"6428","10160"
"6429","10161"
"6430","10162"
"6430","10163"
"6431","10164"
"6432","10165"
"6433","10166"
"6434","10167"
"6434","10168"
"6435","10169"
"6436","10170"
"6437","10171"
"6437","10172"
"6438","10173"
"6439","10174"
"6440","10175"
"6440","10176"
"6441","10177"
"6442","10178"
"6443","10179"
"6444","10180"
"6445","10181"
"6446","10182"
"6447","10183"
"6448","10184"
"6449","10185"
"6450","10186"
"6451","10187"
"6452","10188"
"6453","10189"
"6454","10190"
"6455","10191"
"6456","10192"
"6457","10193"
"6458","10194"
"6459","10195"
"6460","10196"
"6461","10197"
"6462","10198"
"6463","10199"
"6464","10200"
"6465","10201"
"6466","10202"
"6467","10203"
"6468","10204"
"6469","10205"
"6470","10206"
"6471","10207"
"6472","10208"
"6473","10209"
"6474","10210"
"6475","10211"
"6476","10212"
"6477","10213"
"6478","10214"
"6479","10215"
"6480","10216"
"6481","10217"
"6482","10218"
"6483","10219"
"6484","10220"
"6485","10221"
"6486","10222"
"6487","10223"
"6488","10224"
"6489","10225"
"6490","10226"
"6491","10227"
"6492","10228"
"6493","10229"
"6494","10230"
"6495","10231"
"6496","10232"
"6497","10233"
"6498","10234"
"6499","10235"
"6500","10236"
"6501","10237"
"6501","10238"
"6502","10239"
"6503","10240"
"6504","10241"
"6505","10242"
"6506","10243"
"6507","10244"
"6508","10245"
"6509","10246"
"6510","10247"
"6511","10248"
"6512","10249"
"6513","10250"
"6513","10251"
"6514","10252"
"6515","10253"
"6516","10254"
"6517","10255"
"6518","10256"
"6519","10257"
"6520","10258"
"6521","10259"
"6522","10260"
"6523","10261"
"6523","10262"
"6524","10263"
"6525","10264"
"6526","10265"
"6527","10266"
"6528","10267"
"6529","10268"
"6530","10269"
"6531","10270"
"6532","10271"
"6533","10272"
"6534","10273"
"6535","10274"
"6536","10275"
"6537","10276"
"6538","10277"
"6539","10278"
"6540","10279"
"6541","10280"
"6541","10281"
"6542","10282"
"6543","10283"
"6544","10284"
"6545","10285"
"6546","10286"
"6546","10287"
"6547","10288"
"6548","10289"
"6549","10290"
"6550","10291"
"6551","10292"
"6552","10293"
"6553","10294"
"6554","10295"
"6555","10296"
"6556","10297"
"6557","10298"
"6558","10299"
"6559","10300"
"6559","10301"
"6560","10302"
"6561","10303"
"6562","10304"
"6563","10305"
"6564","10306"
"6565","10307"
"6566","10308"
"6567","10309"
"6568","10310"
"6569","10311"
"6570","10312"
"6571","10313"
"6572","10314"
"6573","10315"
"6574","10316"
"6575","10317"
"6576","10318"
"6577","10319"
"6578","10320"
"6579","10321"
"6580","10322"
"6581","10323"
"6582","10324"
"6583","10325"
"6584","10326"
"6585","10327"
"6586","10328"
"6587","10329"
"6588","10330"
"6589","10331"
"6589","10332"
"6590","10333"
"6591","10334"
"6592","10335"
"6593","10336"
"6593","10337"
"6594","10338"
"6595","10339"
"6596","10340"
"6597","10341"
"6598","10342"
"6599","10343"
"6600","10344"
"6601","10345"
"6602","10346"
"6603","10347"
